Gen,Min,Avg,Max
1,0.7034486651013789,1.0277150771635686,1.6324517947737431
2,0.9532591118250346,1.2620329073775496,1.6524362302321498
3,1.2712758464977898,1.4469970461077468,1.7767082470270263
4,1.3909284723722222,1.5866971652875805,1.9498397602869555
5,1.5436941471635188,1.897896160673653,2.608949485081648
6,1.8569311998700035,2.4720212153074392,3.0239532996519607
7,2.569677018650909,3.1736614821941087,4.3617262450573095
8,3.4856114846422694,3.8475008672404822,5.134811625882451
9,3.804797865138846,4.543240875572377,6.476464942233198
10,4.088537452592493,4.739651710254915,6.476464942233198
11,4.088537452592493,4.739651710254915,6.476464942233198
12,4.088537452592493,4.739651710254915,6.476464942233198
13,4.088537452592493,4.739651710254915,6.476464942233198
14,4.088537452592493,4.739651710254915,6.476464942233198
15,4.088537452592493,4.739651710254915,6.476464942233198
16,4.088537452592493,4.739651710254915,6.476464942233198
17,4.088537452592493,4.739651710254915,6.476464942233198
18,4.088537452592493,4.739651710254915,6.476464942233198
19,4.088537452592493,4.739651710254915,6.476464942233198
20,4.231246200885773,4.835786658343204,6.476464942233198
